#{"t_start": 1702543938.3092763, "env_id": null}
r,l,t
521.72,85,9424.841968
519.08,77,9425.547371
499.5,96,9426.400707
536.62,87,9427.162063
492.07,91,9427.951626
483.39,96,9428.748518
528.05,86,9429.518655
519.91,100,9430.409187
490.46,95,9431.296377
510.38,120,9436.99792
521.43,97,9437.860751
451.61,72,9438.517166
472.72,116,9439.516766
453.49,130,9440.67224
471.31,98,9441.498582
521.6,118,9442.494666
533.6,93,9443.27501
535.34,69,9443.984545
511.09,90,9444.779236
524.65,94,9445.56496
522.43,89,9446.363647
517.32,110,9447.281518
480.6,94,9448.107988
419.85,101,9449.036231
518.42,90,9449.81722
486.39,91,9450.617621
495.08,67,9451.270594
513.68,89,9452.051025
503.94,102,9452.977212
510.87,104,9453.888143
504.82,107,9459.526338
501.06,97,9460.372028
510.98,85,9461.113474
522.02,93,9461.936654
504.96,102,9462.819149
485.99,109,9463.698141
533.27,99,9464.564431
511.24,125,9465.616894
538.31,72,9466.289818
464.99,118,9467.301284
508.09,94,9468.118162
500.41,114,9469.100628
534.91,116,9470.051044
471.33,115,9471.044214
503.08,117,9471.981379
488.01,108,9472.92954
528.66,129,9473.983895
372.98,105,9474.880349
477.15,121,9475.887923
554.11,74,9476.570696
493.18,92,9482.094893
519.09,95,9482.907579
531.23,105,9483.822395
497.16,94,9484.63629
516.84,85,9485.40656
516.38,97,9486.266912
473.13,140,9487.493255
488.04,103,9488.40218
526.85,99,9489.235502
522.47,91,9490.0425
522.21,81,9490.774672
509.2,88,9491.522742
539.86,82,9492.24595
483.31,136,9493.371861
533.84,83,9494.116284
503.12,97,9494.971295
465.0,94,9495.782999
485.29,143,9497.004546
499.6,121,9498.024714
478.5,92,9498.844339
537.06,96,9504.404108
544.07,95,9505.246818
534.07,103,9506.184668
538.59,88,9506.973103
517.45,108,9507.907544
524.12,96,9508.730962
538.99,90,9509.531353
512.28,103,9510.436701
526.28,90,9511.223644
499.58,111,9512.134096
506.06,101,9513.003683
522.94,91,9513.797615
531.16,111,9514.790307
486.38,105,9515.663073
506.35,103,9516.541013
533.19,76,9517.201301
485.46,104,9518.188359
510.48,111,9519.182606
549.8,85,9519.952314
528.76,82,9520.684131
530.5,70,9521.327993
518.13,100,9522.193111
500.54,109,9527.856365
530.38,108,9528.843249
544.4,90,9529.616237
502.04,90,9530.40985
533.1,102,9531.259676
520.61,90,9532.042145
514.28,92,9532.8922
509.66,92,9533.695413
541.37,76,9534.37824
502.3,123,9535.395948
506.47,120,9536.397943
497.36,105,9537.337013
516.27,104,9538.241923
515.94,75,9538.919189
551.76,95,9539.742803
496.88,108,9540.671231
517.98,110,9541.663687
525.16,89,9542.441011
507.19,103,9543.33999
535.47,87,9544.125168
514.13,116,9549.828197
502.47,91,9550.676507
505.57,111,9551.616973
524.5,108,9552.528044
531.61,92,9553.421097
542.78,82,9554.131885
562.53,80,9554.909204
519.54,90,9555.709024
493.92,131,9556.770331
511.99,77,9557.473975
530.37,114,9558.453075
523.78,108,9559.435883
530.12,104,9560.33056
531.89,80,9561.065816
521.0,104,9561.949015
531.91,100,9562.836867
490.33,105,9563.792243
530.76,117,9564.779168
540.42,90,9565.576798
525.66,84,9566.331548
489.65,127,9567.397358
517.54,110,9573.12406
489.16,102,9573.973567
506.72,98,9574.831873
531.94,100,9575.66759
532.79,67,9576.285307
526.93,98,9577.202451
549.13,98,9578.044627
503.46,106,9578.965049
489.8,142,9580.126763
529.0,109,9581.057096
515.38,100,9581.988165
486.8,93,9582.790761
470.47,82,9583.593101
526.48,105,9584.475924
507.96,75,9585.14329
496.54,108,9586.121939
524.1,77,9586.829743
459.18,100,9587.680511
526.01,106,9588.59961
505.44,99,9589.472897
540.39,95,9590.309983
528.0,105,9595.880918
540.32,87,9596.654893
472.18,98,9597.483202
522.89,90,9598.256748
547.75,101,9599.138527
498.8,118,9600.173223
540.59,82,9600.914245
489.61,113,9601.85437
497.58,89,9602.648464
514.43,105,9603.546901
484.86,89,9604.342473
537.35,100,9605.21359
485.72,118,9606.209353
485.79,110,9607.160768
508.02,104,9608.059777
527.43,121,9609.081876
544.18,89,9609.8755
531.19,121,9610.902718
516.17,95,9611.700735
490.11,123,9617.464999
547.42,83,9618.187111
505.95,91,9619.031893
551.31,97,9619.890467
553.95,90,9620.688586
553.96,79,9621.469451
528.76,73,9622.138992
471.69,134,9623.248883
521.38,106,9624.178478
525.36,99,9625.033317
539.13,112,9626.050781
546.72,89,9626.823723
530.0,91,9627.635682
527.12,86,9628.408409
465.01,108,9629.331274
509.27,89,9630.133855
448.65,159,9631.495507
514.13,86,9632.249655
516.3,86,9632.989262
520.62,107,9633.891558
501.15,91,9634.686003
549.56,82,9635.420902
547.91,82,9640.883055
520.16,101,9641.739343
428.64,154,9643.009377
511.46,140,9644.197561
520.79,73,9644.859036
499.86,122,9645.866207
535.49,110,9646.822667
519.74,80,9647.552134
514.08,77,9648.248852
545.23,83,9648.979165
530.15,91,9649.849052
543.65,99,9650.729012
526.55,83,9651.468256
546.74,94,9652.266815
478.11,83,9653.013565
530.98,113,9653.975454
510.1,106,9654.883601
550.01,96,9655.702293
534.69,87,9656.484388
544.03,86,9657.268576
558.95,81,9657.957413
526.15,104,9663.587046
536.6,95,9664.393262
493.78,84,9665.136525
541.75,97,9665.963246
523.33,126,9666.991218
552.99,74,9667.671555
546.32,99,9668.527392
459.81,109,9669.477054
477.37,109,9670.501116
525.64,95,9671.314634
523.77,83,9672.046539
558.79,79,9672.748738
531.38,108,9673.661067
531.5,103,9674.623498
536.37,97,9675.481131
521.72,85,9676.229523
540.14,100,9677.073757
522.88,112,9678.0228
529.14,93,9678.827594
550.74,87,9679.710988
496.07,122,9685.473286
528.53,98,9686.316919
545.6,84,9687.049984
506.38,92,9687.845827
510.7,86,9688.6189
476.47,96,9689.45212
483.42,112,9690.428403
504.62,107,9691.341216
546.4,107,9692.271746
534.14,112,9693.212288
529.59,109,9694.144001
528.95,91,9694.921672
503.11,110,9695.865167
538.44,90,9696.702159
543.59,80,9697.412614
495.16,118,9698.39985
530.51,91,9699.21204
519.48,91,9699.983995
464.9,96,9700.829949
473.57,103,9701.793754
540.64,95,9702.626492
479.87,120,9708.423283
558.55,98,9709.285912
506.4,145,9710.497549
547.86,84,9711.248767
505.34,133,9712.310962
528.73,122,9713.343625
513.38,108,9714.240618
539.68,103,9715.217208
539.57,79,9715.99913
512.5,105,9716.894046
547.04,86,9717.618566
530.61,95,9718.449336
542.61,83,9719.24632
511.13,118,9720.203902
533.97,86,9720.974967
537.33,98,9721.818124
531.7,97,9722.659523
516.77,107,9723.674747
531.96,75,9724.359577
504.49,92,9725.167777
497.11,111,9730.877831
543.84,99,9731.708555
521.42,97,9732.583871
537.5,89,9733.381321
507.26,93,9734.204572
523.99,91,9734.994647
547.88,107,9735.916136
496.0,119,9736.900869
528.23,99,9737.752013
534.07,87,9738.510463
486.22,86,9739.270843
520.6,80,9739.976372
537.24,91,9740.782691
553.87,88,9741.647454
534.83,80,9742.372076
482.21,98,9743.208081
512.21,71,9743.866091
547.69,86,9744.709211
521.18,109,9745.632957
546.2,87,9746.469146
542.33,90,9747.249177
547.87,89,9748.046541
535.41,117,9753.791227
542.97,106,9754.68948
537.42,122,9755.792059
521.47,114,9756.733945
543.41,91,9757.5316
524.74,95,9758.34773
539.39,102,9759.299834
525.14,106,9760.18974
528.23,98,9761.022139
525.03,84,9761.777519
513.06,130,9762.856431
523.18,116,9763.943184
544.75,100,9764.817127
542.13,107,9765.728478
527.72,86,9766.504587
526.36,99,9767.36002
531.59,96,9768.192604
536.24,94,9769.024407
502.78,146,9770.233758
545.14,103,9771.12662
539.4,78,9776.558128
520.02,82,9777.279891
507.32,85,9778.02169
515.49,108,9778.92516
506.94,92,9779.809974
517.65,127,9780.858188
531.52,78,9781.56036
502.21,96,9782.383022
552.65,87,9783.162623
518.1,71,9783.82004
529.31,91,9784.619518
518.21,94,9785.42281
546.15,105,9786.346612
534.38,80,9787.052136
543.93,87,9787.834889
517.01,107,9788.771145
540.13,76,9789.467257
504.11,104,9790.364705
534.99,85,9791.126879
512.35,93,9791.943946
531.56,91,9792.736884
513.84,102,9793.612283
529.59,83,9798.998945
528.68,126,9800.117157
522.71,106,9801.027768
543.91,95,9801.84862
527.05,97,9802.697469
458.0,122,9803.782915
546.77,97,9804.636409
509.68,105,9805.541077
496.99,117,9806.538296
515.53,97,9807.373948
536.65,90,9808.133218
532.33,93,9808.950767
549.94,76,9809.683401
536.45,92,9810.507198
491.45,106,9811.396987
530.05,110,9812.352697
529.63,70,9813.055777
544.08,74,9813.743761
536.25,87,9814.483845
488.25,101,9815.360321
486.63,100,9816.210316
393.16,181,9822.418787
509.81,86,9823.174526
488.61,117,9824.182448
510.95,105,9825.05251
497.03,119,9826.086432
543.04,93,9826.893151
545.1,72,9827.541214
508.34,86,9828.290982
517.97,78,9829.005601
499.26,110,9829.936872
514.88,104,9830.850542
525.95,112,9831.768581
512.48,89,9832.569726
528.84,78,9833.282828
549.84,84,9834.020942
533.21,112,9834.971401
522.22,98,9835.828862
518.28,100,9836.657254
491.6,116,9837.639747
540.41,98,9838.45765
550.87,84,9843.926915
529.33,96,9844.849925
529.06,109,9845.787321
534.99,81,9846.52398
485.84,77,9847.189019
540.84,75,9847.865527
495.69,110,9848.807138
530.05,77,9849.510442
530.24,87,9850.275414
525.42,105,9851.194172
561.04,76,9851.895537
554.27,101,9852.783425
520.69,105,9853.67189
538.55,76,9854.36256
541.86,102,9855.243578
554.21,99,9856.122537
541.33,76,9856.799191
532.68,112,9857.753528
537.83,95,9858.583255
520.91,91,9859.383014
538.59,82,9860.107114
526.77,107,9861.048232
527.52,107,9866.71523
536.24,108,9867.621869
532.39,74,9868.290833
486.76,94,9869.118733
521.71,97,9869.978254
561.96,102,9870.886181
521.52,125,9871.921093
541.09,102,9872.819424
535.36,110,9873.760046
546.71,89,9874.600278
507.57,109,9875.527597
516.49,118,9876.535457
539.71,82,9877.270874
558.5,95,9878.121196
525.51,82,9878.838947
524.78,90,9879.61849
530.78,95,9880.440057
497.15,108,9881.317949
541.71,113,9882.287167
520.21,92,9883.098583
532.95,85,9883.854541
541.42,98,9889.431575
532.7,92,9890.230303
546.47,84,9890.99636
536.59,94,9891.834758
533.31,89,9892.616699
540.95,72,9893.285633
520.23,105,9894.154226
537.31,80,9894.862579
530.18,96,9895.676509
542.23,83,9896.412817
554.55,77,9897.117641
547.05,73,9897.769487
533.11,95,9898.581446
546.59,75,9899.265943
539.09,91,9900.065239
556.85,91,9900.848122
538.55,77,9901.62107
547.32,71,9902.343571
550.11,88,9903.116732
519.47,83,9903.826405
550.22,102,9904.72243
544.66,111,9905.684721
540.09,97,9906.613348
535.65,101,9912.21484
535.82,81,9912.953421
519.6,129,9914.006883
549.5,80,9914.734473
528.97,87,9915.580875
532.14,105,9916.445051
525.61,68,9917.074989
507.7,90,9917.833502
542.26,91,9918.632415
566.81,96,9919.461819
534.42,86,9920.216198
548.27,85,9920.972938
530.47,90,9921.765166
528.96,115,9922.728674
530.89,102,9923.619999
555.91,82,9924.409535
518.63,108,9925.326618
546.71,88,9926.111637
514.15,85,9926.857766
529.81,94,9927.679573
550.17,80,9928.483527
547.36,93,9929.306634
558.77,94,9930.088057
525.61,107,9935.693742
543.46,93,9936.577349
540.29,82,9937.370031
547.14,99,9938.212674
553.06,86,9938.953297
540.24,92,9939.78191
529.54,98,9940.633525
550.08,74,9941.310754
519.75,90,9942.190206
524.58,100,9943.015169
519.05,97,9943.867655
530.33,91,9944.658423
534.76,90,9945.423379
531.9,87,9946.216774
522.92,105,9947.124031
547.91,73,9947.782602
502.48,85,9948.528771
550.38,76,9949.217211
548.55,68,9949.852176
526.67,79,9950.552955
540.1,89,9951.432058
496.03,95,9952.273661
532.19,99,9953.149976
533.98,94,9958.716702
526.71,86,9959.452112
541.42,92,9960.265181
504.05,97,9961.123089
495.2,139,9962.26348
534.35,83,9962.994145
538.24,70,9963.635115
548.16,71,9964.365921
545.43,80,9965.056491
535.37,90,9965.859258
546.83,95,9966.698322
536.23,80,9967.3993
543.66,84,9968.144887
525.25,85,9968.918656
542.9,89,9969.668885
537.97,92,9970.495761
553.48,88,9971.281285
544.87,81,9972.016413
537.01,78,9972.733865
532.59,68,9973.370005
541.37,94,9974.189755
535.47,107,9975.093803
532.81,69,9975.720138
530.43,102,9981.245786
531.1,98,9982.077911
539.08,83,9982.770673
539.13,69,9983.406837
536.4,102,9984.296041
536.32,73,9984.964585
549.92,100,9985.836346
554.95,81,9986.57271
540.85,75,9987.337241
527.38,96,9988.174422
543.53,85,9988.928025
515.11,99,9989.768643
550.6,78,9990.46293
547.36,79,9991.189629
551.13,83,9992.014141
536.78,84,9992.769709
544.4,96,9993.608678
546.35,82,9994.335858
544.08,86,9995.090467
560.18,88,9995.910025
538.99,92,9996.70715
547.93,76,9997.397792
537.36,82,9998.127823
552.82,89,9998.898886
554.02,77,10004.280591
530.84,106,10005.27686
546.06,89,10006.076629
536.2,100,10006.941115
548.17,82,10007.672179
528.23,96,10008.504696
537.27,85,10009.247789
546.22,78,10009.948309
548.47,92,10010.761267
538.34,89,10011.554767
531.1,70,10012.180196
557.71,71,10012.838574
533.74,117,10013.909932
536.64,84,10014.666701
546.52,79,10015.354297
529.54,91,10016.160689
548.63,78,10016.849908
523.25,59,10017.416678
530.55,86,10018.156878
550.25,95,10019.058982
544.69,86,10019.814714
540.64,91,10020.620324
531.95,88,10021.385902
524.38,73,10026.821577
529.75,80,10027.612095
536.05,111,10028.539318
553.38,84,10029.270967
550.47,73,10029.948184
552.3,91,10030.758433
547.14,86,10031.526272
541.28,75,10032.277235
534.59,75,10032.963032
541.96,83,10033.71039
539.19,82,10034.452584
526.7,126,10035.507841
555.69,82,10036.23555
515.89,110,10037.20615
542.97,86,10037.934271
540.7,97,10038.790246
522.87,95,10039.636893
525.86,89,10040.406595
547.08,86,10041.17976
380.74,281,10043.394675
537.4,89,10044.192039
529.6,84,10049.68576
560.87,92,10050.479839
510.73,80,10051.206881
563.04,86,10051.978909
553.01,78,10052.664235
549.33,81,10053.472293
512.89,80,10054.200342
488.42,119,10055.212687
502.72,101,10056.086006
538.45,88,10056.859287
552.92,79,10057.570747
554.79,84,10058.298124
531.47,99,10059.170949
487.47,116,10060.156934
530.63,68,10060.769808
531.25,95,10061.607202
540.85,80,10062.319293
526.15,88,10063.089024
531.87,79,10063.796737
547.66,80,10064.517795
558.64,83,10065.247128
557.19,77,10065.95586
549.89,85,10066.730064
549.23,70,10067.362593
556.47,73,10072.756392
541.33,110,10073.7089
505.59,70,10074.346881
539.24,108,10075.296495
542.31,91,10076.071006
544.17,87,10076.846547
554.3,72,10077.506944
552.03,81,10078.227054
543.22,63,10078.812295
521.03,95,10079.623864
525.89,77,10080.381232
543.69,98,10081.236677
552.37,90,10081.995567
545.97,92,10082.802582
549.78,80,10083.512712
531.74,81,10084.246251
545.11,76,10084.938782
551.83,76,10085.636206
562.18,87,10086.397762
540.78,77,10087.10231
536.94,81,10087.835435
551.21,71,10088.48521
537.71,74,10089.145489
518.88,76,10089.835929
560.25,80,10090.62341
537.64,100,10096.236621
551.78,92,10097.059505
508.2,90,10097.862642
562.57,73,10098.504908
541.07,89,10099.28453
530.67,78,10099.98577
539.22,90,10100.788553
548.78,69,10101.429184
532.05,75,10102.114266
547.57,85,10102.862356
528.99,84,10103.598108
541.87,76,10104.303675
549.15,79,10105.021852
538.64,87,10105.777876
544.38,85,10106.513728
547.22,82,10107.311362
535.97,88,10108.100702
549.6,97,10108.946564
543.94,88,10109.726569
512.28,142,10110.878405
545.13,110,10111.805634
562.57,70,10112.459639
549.45,96,10113.30603
555.05,72,10118.653678
558.1,91,10119.416525
538.73,95,10120.246606
560.16,83,10121.002891
546.38,102,10121.956981
543.5,105,10122.857401
561.69,81,10123.570122
555.18,78,10124.280706
560.23,79,10124.994386
539.22,95,10125.815239
574.29,74,10126.567704
548.01,93,10127.398464
543.24,103,10128.298267
511.52,119,10129.299142
533.79,112,10130.250731
551.15,102,10131.164951
568.85,77,10131.845492
535.52,74,10132.532674
527.31,112,10133.47076
558.13,79,10134.193566
558.25,85,10134.960423
550.67,64,10135.636715
557.62,80,10136.408167
546.24,84,10141.856966
532.89,132,10142.963831
545.35,78,10143.664791
562.24,95,10144.566792
555.12,85,10145.328592
548.53,86,10146.102849
520.07,87,10146.891116
549.55,102,10147.761987
532.66,86,10148.530433
556.66,92,10149.398462
553.28,83,10150.142803
502.61,105,10150.991468
492.89,106,10151.901666
553.71,94,10152.733685
553.61,70,10153.460194
546.92,85,10154.220333
546.56,75,10154.906654
529.26,98,10155.77821
547.67,79,10156.485182
540.36,115,10157.462696
538.36,79,10158.217937
540.23,93,10159.032188
557.7,95,10164.562523
558.85,84,10165.284351
546.32,87,10166.067848
552.16,87,10166.841571
543.34,64,10167.521305
545.1,83,10168.275361
549.66,67,10168.885324
548.78,72,10169.623441
561.03,67,10170.237381
544.91,78,10170.921717
543.4,82,10171.733535
538.51,84,10172.475569
553.67,83,10173.228469
545.91,79,10173.947293
550.39,78,10174.655598
552.8,88,10175.44873
541.8,98,10176.393571
544.03,105,10177.250818
546.93,87,10178.018798
535.02,67,10178.644959
537.33,104,10179.498621
556.01,100,10180.365061
553.45,99,10181.29437
533.61,103,10182.20314
542.24,98,10187.734593
546.48,84,10188.489444
536.02,83,10189.238706
536.56,103,10190.136565
521.75,81,10190.863777
548.03,85,10191.609805
557.07,78,10192.296553
546.29,95,10193.139745
558.93,85,10193.909321
535.75,107,10194.900173
534.22,86,10195.683543
541.09,78,10196.398626
528.38,88,10197.251001
558.87,85,10197.994373
521.58,116,10199.038177
564.56,92,10199.844444
536.82,98,10200.666059
551.73,73,10201.334809
531.72,91,10202.12976
522.78,112,10203.09476
555.26,77,10203.796794
535.8,102,10204.692155
535.71,83,10205.431522
558.95,79,10210.897207
535.56,94,10211.709763
476.52,84,10212.463568
558.35,104,10213.343721
535.73,86,10214.121279
566.0,82,10214.858117
562.42,95,10215.70451
540.36,79,10216.423846
514.42,110,10217.383222
542.45,72,10218.02135
544.57,86,10218.777925
539.87,94,10219.605337
549.7,104,10220.468329
572.3,79,10221.19842
539.52,117,10222.176334
536.05,77,10222.871003
561.13,92,10223.656372
525.86,104,10224.545558
564.96,99,10225.459684
554.81,87,10226.23617
545.49,90,10227.050334
544.45,99,10227.920374
569.98,71,10228.581398
561.29,77,10234.003044
539.8,93,10234.82773
544.96,101,10235.685948
562.12,78,10236.403364
557.63,90,10237.211651
540.54,104,10238.085234
542.1,98,10238.934096
512.65,101,10239.797968
564.39,97,10240.623011
550.81,81,10241.337492
552.08,80,10242.046811
448.3,138,10243.169908
562.5,82,10243.891993
551.12,96,10244.719857
532.19,89,10245.504244
492.91,88,10246.257004
560.15,85,10247.022266
557.62,77,10247.725132
546.85,65,10248.335005
550.51,84,10249.085383
552.91,94,10249.917481
564.5,89,10250.718627
534.64,83,10256.231838
561.98,71,10256.884313
567.3,76,10257.578459
538.74,105,10258.562828
549.68,82,10259.254756
554.02,107,10260.168761
550.29,89,10260.956339
558.09,101,10261.815032
545.88,93,10262.622305
540.35,101,10263.493654
487.02,101,10264.345337
532.17,86,10265.088998
531.28,87,10265.841958
542.11,82,10266.555916
542.49,101,10267.447228
560.27,95,10268.283006
544.43,92,10269.105156
556.1,77,10269.809952
544.25,78,10270.506344
525.11,94,10271.333533
554.58,85,10272.090516
532.56,94,10272.886414
545.59,99,10273.747739
542.83,100,10279.358276
567.52,99,10280.198557
549.72,86,10280.973264
544.46,83,10281.704046
546.7,105,10282.615534
568.68,72,10283.257835
542.53,111,10284.196265
519.09,92,10285.000172
534.9,121,10286.024044
539.68,90,10286.803428
564.78,67,10287.500307
544.66,107,10288.441221
545.55,97,10289.27744
550.48,81,10290.010222
543.23,83,10290.740228
540.91,92,10291.544986
553.42,100,10292.422359
531.66,100,10293.307782
540.32,105,10294.199816
481.38,161,10295.539796
548.22,83,10296.272456
552.39,90,10301.829406
535.23,85,10302.595376
538.06,78,10303.282015
541.72,108,10304.220047
565.55,78,10304.928732
553.55,100,10305.792006
564.95,87,10306.593918
548.35,84,10307.34517
528.84,106,10308.267418
567.14,89,10309.049837
522.88,109,10309.996961
510.64,119,10311.024531
553.57,107,10311.921309
545.08,69,10312.57384
559.01,81,10313.293202
542.52,85,10314.05046
553.34,95,10314.891135
551.79,104,10315.794158
505.15,95,10316.715573
524.7,87,10317.474213
556.03,93,10318.299878
535.19,88,10319.06526
540.21,89,10324.586425
560.1,74,10325.268999
534.36,89,10326.06733
551.14,91,10326.850094
519.93,104,10327.745864
561.47,95,10328.59277
550.33,71,10329.25908
552.82,91,10330.055838
548.97,93,10330.876807
542.91,78,10331.577184
531.8,96,10332.442777
557.16,98,10333.349953
560.53,96,10334.18653
525.87,90,10334.996261
561.13,85,10335.759129
552.3,79,10336.461626
544.65,90,10337.262401
547.3,69,10337.88704
559.89,88,10338.66142
557.07,74,10339.344319
540.67,93,10340.158424
531.15,76,10340.852844
534.68,70,10341.487914
543.38,86,10342.27379
524.1,78,10347.625499
536.85,98,10348.488733
527.8,97,10349.409907
564.23,71,10350.07025
548.13,79,10350.788593
542.42,92,10351.599341
541.45,69,10352.235274
572.28,85,10353.004659
561.27,94,10353.837322
528.68,120,10354.846208
560.78,74,10355.534428
534.66,105,10356.450081
525.0,91,10357.231211
495.45,111,10358.19724
549.7,72,10358.868737
539.19,83,10359.611847
546.33,89,10360.392563
551.54,104,10361.281308
534.38,102,10362.15693
558.66,80,10362.867095
541.01,78,10363.566301
527.41,81,10364.298424
548.89,73,10364.962136
534.74,85,10370.448097
554.03,78,10371.15792
554.35,82,10371.887405
550.84,95,10372.715623
580.47,88,10373.494162
557.9,66,10374.112006
528.32,103,10375.004053
545.21,106,10375.943149
538.68,80,10376.667994
567.69,84,10377.487212
561.33,70,10378.14832
543.28,102,10379.050281
557.04,106,10379.97514
542.79,100,10380.849564
548.01,81,10381.559557
565.64,96,10382.400675
540.32,72,10383.067225
554.73,90,10383.849872
547.97,92,10384.653069
531.9,82,10385.384239
551.5,72,10386.03812
545.99,92,10386.839782
540.87,89,10387.60686
539.12,81,10388.344025
550.86,89,10393.878217
538.46,66,10394.483974
559.91,76,10395.184799
555.54,104,10396.107105
554.19,90,10396.96987
540.61,94,10397.812236
570.76,74,10398.474055
532.78,93,10399.295402
528.34,73,10399.948298
546.77,97,10400.893395
554.39,88,10401.666829
556.87,97,10402.500221
539.23,94,10403.315827
553.08,102,10404.2008
553.49,77,10404.916679
552.1,81,10405.720543
554.38,88,10406.493956
548.51,79,10407.223026
557.03,80,10407.94008
563.07,79,10408.642614
563.55,68,10409.283079
554.43,82,10410.068852
491.4,85,10410.817166
552.59,83,10411.565063
538.83,69,10416.922068
535.3,80,10417.654557
545.0,80,10418.386829
541.62,89,10419.169399
545.26,92,10419.997097
557.08,84,10420.751661
554.43,76,10421.422807
563.03,105,10422.322066
536.54,88,10423.090557
531.14,90,10423.953987
540.82,99,10424.804525
506.76,70,10425.427558
473.18,129,10426.50371
542.61,103,10427.38627
557.33,88,10428.160173
552.62,77,10428.864783
575.12,95,10429.717774
550.93,64,10430.30027
508.61,99,10431.166166
571.85,77,10431.871809
547.0,91,10432.711948
532.51,81,10433.442779
567.13,80,10434.155639
556.79,77,10434.85432
561.59,74,10440.30454
557.16,88,10441.087325
547.97,104,10442.007493
555.54,98,10442.858933
534.52,95,10443.68232
559.54,70,10444.341157
551.29,72,10444.99096
559.22,89,10445.775275
566.53,83,10446.612629
550.64,102,10447.492859
535.19,92,10448.294301
547.74,76,10448.970726
548.55,88,10449.753717
553.08,95,10450.583401
541.53,78,10451.297016
568.12,72,10451.960552
559.33,86,10452.718877
547.7,82,10453.452528
558.3,92,10454.261082
562.59,76,10454.944869
556.56,76,10455.713428
542.49,73,10456.375963
531.64,81,10457.120588
497.95,138,10462.943962
557.5,94,10463.775645
516.22,118,10464.773279
537.09,92,10465.67861
539.99,103,10466.564259
498.08,73,10467.233969
513.92,83,10467.969464
563.6,88,10468.756184
544.35,70,10469.410667
528.77,80,10470.142889
539.45,86,10470.917528
554.07,94,10471.727703
544.95,95,10472.572702
551.39,85,10473.342792
549.55,74,10474.023658
530.69,114,10474.993984
545.11,99,10475.851338
524.85,90,10476.654915
502.31,82,10477.397484
540.46,96,10478.222203
536.52,88,10479.008471
543.3,97,10479.868764
553.32,85,10480.633158
557.64,73,10486.002117
529.92,100,10486.85078
540.3,68,10487.490025
545.2,88,10488.277095
561.05,83,10489.016446
557.15,76,10489.698256
562.26,101,10490.59022
581.68,93,10491.401183
537.13,90,10492.194422
549.3,75,10492.878942
548.28,103,10493.814994
556.1,77,10494.513041
510.09,78,10495.221836
558.64,79,10495.902776
559.69,71,10496.546775
543.26,77,10497.2389
554.7,73,10497.915707
553.39,72,10498.584106
540.77,79,10499.304865
546.66,81,10500.014795
554.75,87,10500.797099
553.0,69,10501.437083
556.3,98,10502.272985
521.88,77,10502.980962
549.74,87,10503.720575
550.22,95,10509.241973
548.98,84,10509.990006
481.61,72,10510.652013
570.54,84,10511.403258
553.51,78,10512.11105
560.34,86,10512.876898
553.18,91,10513.699841
555.94,73,10514.368172
555.26,102,10515.239397
548.0,84,10516.000522
552.5,84,10516.748161
527.31,121,10517.779073
567.17,80,10518.505214
544.62,84,10519.24835
499.75,78,10520.044032
550.88,78,10520.749617
566.22,81,10521.464257
556.31,85,10522.218621
529.7,82,10522.925448
555.39,90,10523.736028
564.04,78,10524.440142
499.32,74,10525.097487
553.53,79,10525.804989
548.25,88,10526.601589
562.63,78,10532.04021
553.37,105,10532.945223
516.02,86,10533.716192
557.68,92,10534.498757
556.73,78,10535.20235
557.73,91,10536.004204
558.18,82,10536.758801
521.5,104,10537.653617
555.22,95,10538.475247
546.4,104,10539.391907
534.16,98,10540.260367
568.03,93,10541.092086
542.94,82,10541.833327
528.41,105,10542.720303
572.12,81,10543.440488
564.98,77,10544.106979
541.14,109,10545.068217
564.25,75,10545.735687
539.4,102,10546.636895
562.45,65,10547.231698
557.06,92,10548.102644
530.23,93,10548.924073
575.66,77,10549.604765
575.98,80,10555.080864
557.74,93,10555.911906
541.68,78,10556.612622
542.99,90,10557.4212
556.61,77,10558.109447
540.96,93,10558.934318
563.33,84,10559.668381
563.65,93,10560.494786
546.26,99,10561.34745
538.51,97,10562.179925
563.47,78,10562.865044
501.03,69,10563.497236
556.67,81,10564.214547
546.95,87,10564.975102
548.95,76,10565.646597
537.98,88,10566.414653
559.11,68,10567.04649
553.44,91,10567.830983
531.73,131,10568.914667
563.49,88,10569.675924
567.74,74,10570.335764
561.45,77,10571.031875
545.43,100,10571.916134
567.25,91,10577.560246
546.58,76,10578.260562
491.13,120,10579.266016
542.45,118,10580.286304
556.8,90,10581.145299
550.4,88,10581.991302
559.54,78,10582.697022
561.41,87,10583.431049
555.26,87,10584.205338
552.67,82,10584.930668
568.02,83,10585.650314
548.72,79,10586.407404
464.66,107,10587.341864
552.86,84,10588.075253
561.61,86,10588.845249
574.21,85,10589.577313
532.29,89,10590.357818
551.26,68,10591.003748
564.66,88,10591.779299
544.31,98,10592.620481
553.21,77,10593.301284
563.94,97,10594.154323
566.57,87,10594.941541
552.6,97,10600.584381
500.97,83,10601.300129
548.37,96,10602.130534
562.13,76,10602.829583
529.01,92,10603.654024
575.81,76,10604.32354
574.25,87,10605.096861
557.46,90,10605.886826
550.4,91,10606.673678
539.34,89,10607.456866
552.35,99,10608.43023
537.17,96,10609.254448
523.03,125,10610.293089
557.56,73,10610.97146
547.78,82,10611.680572
552.01,90,10612.475926
551.43,98,10613.339134
552.71,94,10614.171296
583.71,86,10614.940894
520.58,98,10615.793278
542.1,111,10616.751206
